"cluster_size","cluster_id"
"1",517267
"1",517268
"4",517269
"4",517273
"7",517277
"1",517285
"1",517286
"1",517287
"1",517288
"1",517289
"2",517290
"1",517292
"1",517293
"1",517294
"1",517295
"3",517296
"1",517299
"1",517300
"14",517301
"1",517315
"2",517316
"2",517318
"1",517319
"3",517320
"1",517323
"1",517324
"5",517325
"1",517330
"3",517331
"1",517334
"5",517335
"1",517340
"1",517341
"1",517342
"1",517343
"1",517344
"1",517345
"1",517346
"1",517347
"1",517348
"3",517349
"1",517350
"1",517351
"1",517352
"1",517353
"1",517354
"1",517355
"1",517356
"4",517357
"1",517361
"1",517364
"2",517365
"1",517367
"1",517368
"1",517369
"1",517370
"3",517371
"2",517374
"1",517376
"1",517377
"5",517378
"1",517383
"2",517384
"1",517385
"3",517386
"3",517389
"1",517393
"1",517394
"13",517395
"1",517408
"1",517409
"2",517410
"1",517412
"3",517413
"1",517416
"2",517417
"1",517419
"1",517420
"4",517421
"3",517425
"1",517428
"1",517429
"2",517430
"4",517432
"1",517433
"1",517434
"1",517435
"2",517437
"1",517441
"2",517442
"1",517444
"2",517445
"1",517447
"9",517448
"1",517449
"1",517458
"1",517459
"1",517460
"1",517461
"2",517462
"2",517464
"1",517466
"20",517467
"10",517468
"2",517469
"1",517480
"1",517481
"1",517482
"2",517483
"1",517485
"1",517486
"1",517506
"1",517507
"1",517508
"2",517509
"1",517510
"3",517511
"1",517514
"1",517515
"6",517516
"1",517521
"1",517522
"1",517523
"1",517524
"1",517525
"1",517526
"1",517527
"1",517528
"2",517529
"2",517531
"2",517533
"2",517535
"1",517537
"2",517538
"2",517539
"3",517541
"3",517542
"5",517545
"6",517550
"1",517556
"2",517557
"1",517561
"2",517563
"1",517564
"1",517566
"1",517567
"1",517568
"1",517569
"1",517570
"6",517571
"1",517577
"1",517578
"1",517579
"2",517580
"1",517582
"1",517583
"1",517584
"1",517585
"5",517586
"1",517591
"1",517592
"1",517593
"2",517594
"1",517596
"1",517597
"3",517598
"1",517603
"1",517604
"8",517605
"3",517613
"1",517616
"2",517617
"1",517619
"2",517620
"1",517622
"1",517623
"1",517624
"1",517625
"2",517626
"2",517628
"1",517630
"17",517631
"1",517639
"2",517649
"1",517651
"1",517652
"1",517653
"1",517654
"2",517655
"1",517657
"1",517658
"1",517659
"1",517662
"1",517663
"1",517664
"1",517665
"1",517666
"1",517667
"1",517668
"1",517669
"2",517670
"1",517671
"1",517672
"1",517674
"1",517675
"1",517676
"2",517677
"1",517679
"1",517680
"1",517681
"3",517682
"1",517685
"1",517686
"1",517687
"1",517688
"2",517691
"3",517693
"1",517700
"1",517701
"1",517702
"3",517703
"2",517706
"2",517708
"1",517710
"2",517711
"1",517713
"1",517714
"2",517715
"1",517717
"3",517718
"4",517721
"2",517724
"1",517726
"1",517728
"1",517729
"2",517730
"2",517732
"2",517734
"1",517736
"1",517737
"1",517738
"2",517739
"2",517741
"3",517743
"1",517746
"1",517747
"1",517748
"1",517749
"1",517750
"1",517751
"1",517752
"3",517753
"2",517756
"1",517758
"1",517759
"1",517760
"1",517761
"1",517762
"1",517763
"4",517764
"1",517768
"3",517769
"1",517772
"1",517773
"1",517774
"2",517775
"2",517777
"2",517779
"1",517781
"1",517782
"1",517783
"1",517784
"1",517785
"1",517786
"1",517787
"1",517788
"1",517789
"1",517790
"3",517791
"27",517792
"1",517821
"1",517822
"1",517823
"1",517824
"1",517825
"1",517826
"2",517827
"3",517829
"1",517832
"1",517833
"7",517834
"3",517837
"12",517843
"2",517854
"1",517856
"2",517857
"1",517859
"1",517860
"1",517861
"1",517862
"1",517863
"1",517864
"2",517865
"1",517867
"1",517868
"1",517869
"1",517870
"2",517871
"1",517873
"1",517874
"1",517875
"1",517876
"2",517877
"2",517879
"1",517881
"1",517882
"1",517883
"3",517884
"1",517887
"2",517888
"2",517889
"3",517890
"1",517893
"2",517895
"4",517897
"1",517901
"3",517902
"14",517903
"7",517919
"1",517926
"4",517927
"2",517931
"1",517933
"2",517934
"1",517936
"1",517937
"2",517938
"1",517939
"1",517940
"1",517941
"1",517943
"1",517944
"1",517945
"1",517946
"1",517947
"1",517948
"1",517949
"1",517950
"4",517951
"4",517955
"2",517958
"6",517960
"1",517966
"1",517967
"2",517968
"1",517970
"1",517971
"6",517972
"1",517978
"2",517979
"2",517981
"1",517983
"1",517984
"1",517985
"1",517986
"1",517987
"2",517988
"1",517990
"1",517991
"1",517992
"1",517993
"1",517994
"1",517995
"1",517996
"1",517997
"1",517998
"1",517999
"1",518000
"1",518001
"1",518002
"1",518003
"6",518004
"1",518010
"1",518011
"1",518012
"1",518013
"2",518014
"1",518016
"1",518017
"8",518018
"1",518026
"1",518027
"2",518028
"2",518030
"1",518032
"1",518033
"1",518034
"3",518035
"1",518038
"2",518039
"2",518041
"1",518043
"15",518044
"4",518046
"20",518048
"1",518051
"1",518052
"1",518085
"1",518086
"1",518087
"4",518088
"1",518092
"1",518093
"10",518094
"2",518102
"2",518105
"1",518106
"1",518107
"1",518109
"2",518110
"1",518112
"1",518113
"2",518115
"1",518117
"1",518118
"1",518119
"10",518120
"2",518127
"4",518132
"1",518135
"3",518137
"3",518140
"4",518143
"1",518147
"1",518148
"1",518149
"1",518150
"1",518151
"1",518152
"1",518153
"5",518154
"1",518158
"1",518159
"1",518161
"3",518162
"1",518165
"2",518166
"2",518168
"1",518170
"1",518171
"1",518172
"1",518173
"2",518174
"1",518176
"1",518177
"1",518178
"1",518179
"2",518180
"1",518182
"1",518183
"1",518184
"2",518185
"1",518187
"1",518188
"3",518189
"2",518190
"2",518192
"5",518194
"4",518199
"1",518203
"1",518206
"1",518207
"1",518208
"1",518209
"1",518210
"1",518211
"1",518212
"1",518213
"2",518214
"1",518216
"1",518217
"1",518218
"1",518219
"2",518220
"1",518222
"1",518223
"1",518224
"1",518225
"2",518226
"1",518228
"3",518229
"2",518232
"1",518234
"1",518235
"1",518236
"2",518237
"3",518238
"1",518242
"3",518243
"1",518245
"1",518247
"2",518248
"1",518250
"7",518251
"2",518258
"1",518259
"1",518261
"1",518262
"1",518263
"1",518264
"1",518265
"3",518266
"1",518269
"1",518270
"1",518271
"1",518272
"1",518273
"8",518274
"1",518282
"1",518283
"1",518284
"1",518285
"6",518286
"1",518292
"1",518293
"3",518294
"2",518297
"1",518298
"1",518299
"1",518301
"1",518302
"1",518303
"1",518308
"1",518309
"2",518310
"1",518312
"1",518313
"1",518314
"4",518315
"1",518319
"1",518320
"1",518321
"1",518322
"1",518323
"1",518324
"3",518325
"2",518328
"2",518330
"5",518332
"5",518337
"1",518342
"1",518343
"1",518344
"1",518345
"1",518346
"1",518347
"2",518348
"1",518350
"1",518351
"1",518352
"3",518353
"1",518357
"1",518358
"1",518359
"1",518360
"1",518361
"1",518362
"3",518363
"3",518366
"1",518369
"1",518370
"1",518371
"1",518372
"1",518373
"1",518374
"1",518375
"1",518376
"1",518377
"1",518378
"1",518379
"1",518380
"2",518381
"1",518383
"1",518384
"1",518385
"1",518386
"3",518387
"1",518391
"1",518392
"1",518393
"1",518394
"1",518395
"3",518396
"1",518399
"5",518400
"1",518405
"2",518406
"1",518408
"5",518409
"1",518410
"1",518411
"1",518412
"1",518413
"2",518414
"1",518416
"1",518417
"3",518418
"1",518421
"2",518422
"1",518424
"1",518425
"1",518426
"2",518427
"1",518429
"2",518430
"1",518432
"1",518433
"1",518434
"3",518435
"2",518437
"1",518439
"3",518440
"4",518441
"1",518445
"2",518446
"1",518449
"2",518452
"2",518454
"2",518456
"3",518458
"93",518461
"1",518462
"1",518463
"1",518465
"1",518466
"1",518467
"2",518557
"1",518561
"6",518562
"1",518568
"2",518569
"1",518571
"2",518572
"1",518574
"1",518575
"1",518576
"1",518577
"1",518578
"1",518579
"1",518580
"1",518581
"1",518582
"1",518583
"2",518584
"1",518586
"1",518587
"1",518588
"1",518589
"1",518590
"6",518591
"2",518597
"2",518599
"1",518601
"3",518602
"1",518605
"1",518606
"1",518607
"1",518608
"10",518609
"1",518610
"2",518611
"2",518613
"1",518614
"1",518615
"1",518616
"1",518617
"1",518628
"1",518629
"2",518630
"3",518632
"1",518635
"1",518636
"5",518637
"1",518642
"1",518643
"1",518644
"1",518645
"2",518646
"1",518648
"3",518649
"1",518652
"1",518653
"1",518654
"1",518655
"2",518656
"4",518658
"1",518662
"1",518663
"1",518665
"2",518666
"1",518668
"1",518669
"1",518670
"1",518671
"1",518672
"1",518673
"14",518674
"1",518680
"6",518681
"1",518693
"1",518694
"1",518696
"1",518697
"1",518698
"1",518699
"3",518700
"1",518703
"1",518704
"1",518705
"1",518706
"1",518756
"1",518757
"2",518758
"1",518760
"1",518761
"1",518762
"2",518763
"1",518765
"1",518766
"1",518767
"1",518768
"2",518769
"2",518771
"1",518773
"1",518774
"1",518775
"1",518776
"1",518777
"1",518778
"1",518779
"1",518780
"2",518781
"1",518783
"1",518784
"1",518785
"1",518786
"1",518787
"1",518788
"1",518789
"1",518790
"1",518791
"1",518792
"1",518793
"1",518794
"1",518795
"1",518796
"1",518797
"1",518798
"1",518799
"1",518800
"2",518801
"1",518803
"1",518804
"1",518805
"1",518806
"4",518807
"1",518811
"1",518812
"1",518813
"1",518814
"1",518815
"2",518816
"1",518817
"1",518818
"1",518819
"1",518820
"2",518821
"1",518823
"1",518824
"1",518825
"14",518826
"12",518827
"4",518839
"1",518857
"1",518858
"2",518859
"1",518861
"2",518862
"3",518864
"1",518867
"2",518868
"2",518870
"4",518872
"1",518876
"1",518877
"1",518878
"1",518879
"2",518880
"1",518881
"3",518882
"5",518885
"1",518890
"1",518891
"1",518892
"1",518893
"1",518894
"1",518895
"1",518896
"1",518897
"1",518898
"1",518899
"1",518900
"2",518901
"1",518903
"2",518904
"1",518906
"8",518907
"1",518915
"1",518916
"1",518917
"2",518918
"14",518920
"1",518921
"3",518935
"1",518938
"2",518939
"6",518941
"3",518947
"2",518950
"2",518952
"4",518956
"1",518957
"1",518958
"1",518960
"1",518961
"7",518962
"1",518970
"2",518972
"1",518974
"2",518975
"15",518977
"5",518992
"1",518997
"1",518998
"1",518999
"1",519000
"1",519001
"1",519002
"1",519003
"1",519006
"1",519007
"1",519008
"1",519009
"1",519010
"2",519011
"2",519013
"2",519015
"3",519017
"1",519018
"1",519019
"1",519020
"1",519021
"1",519022
"1",519023
"1",519024
"6",519025
"1",519031
"2",519032
"1",519034
"1",519035
"1",519036
"2",519037
"1",519039
"1",519040
"1",519041
"1",519042
"1",519043
"1",519044
"1",519045
"1",519046
"1",519047
"2",519048
"1",519050
"2",519051
"7",519052
"1",519056
"1",519057
"44",519058
"1",519105
"2",519109
"2",519111
"1",519113
"5",519114
"1",519119
"1",519120
"1",519121
"1",519122
"1",519123
"1",519124
"1",519125
"1",519126
"1",519127
"1",519128
"9",519129
"4",519138
"2",519139
"2",519144
"2",519146
"1",519148
"3",519149
"1",519152
"2",519153
"1",519155
"7",519156
"1",519158
"1",519164
"2",519165
"1",519167
"1",519168
"1",519169
"1",519170
"5",519171
"1",519176
"1",519177
"5",519178
"1",519183
"1",519184
"1",519185
"1",519186
"1",519187
"2",519188
"1",519189
"1",519191
"1",519192
"1",519193
"103",519194
"1",519195
"1",519196
"1",519197
"5",519198
"1",519203
"1",519204
"1",519205
"1",519206
"1",519207
"4",519208
"1",519212
"2",519213
"2",519214
"1",519216
"2",519217
"2",519218
"1",519221
"1",519222
"4",519223
"2",519227
"4",519229
"1",519233
"1",519336
"2",519337
"1",519339
"2",519340
"2",519342
"1",519343
"6",519344
"1",519351
"3",519352
"1",519355
"2",519356
"1",519358
"10",519359
"1",519369
"1",519370
"2",519371
"1",519373
"1",519374
"1",519375
"1",519376
"1",519377
"16",519378
"1",519381
"2",519395
"8",519397
"14",519401
"2",519419
"1",519421
"1",519422
"2",519423
"1",519425
"2",519426
"1",519428
"1",519429
"4",519430
"1",519434
"1",519435
"2",519436
"1",519439
"3",519440
"1",519443
"1",519444
"1",519445
"1",519446
"39",519447
"43",519448
"1",519451
"3",519452
"3",519454
"4",519457
"44",519458
"12",519501
"3",519502
"1",519503
"25",519505
"1",519506
"1",519517
"5",519524
"1",519551
"4",519552
"4",519556
"9",519562
"1",519563
"1",519564
"13",519566
"3",519568
"1",519571
"1",519572
"3",519573
"3",519576
"1",519578
"1",519579
"1",519580
"3",519581
"1",519584
"2",519585
"1",519595
"4",519596
"1",519603
"1",519604
"14",519605
"5",519631
"1",519650
"47",519663
"1",519707
"1",519711
"5",519715
"5",519763
"1",519768
"1",519769
"1",519770
"9",519771
"12",519780
"2",519782
"1",519790
"1",519795
"1",519797
"6",519798
"1",519806
"1",519807
"4",519808
"1",519811
"1",519813
"2",519814
"1",519816
"2",519817
"1",519819
"1",519820
"1",519821
"2",519822
"5",519824
"1",519829
"1",519830
"1",519831
"1",519832
"1",519833
"1",519834
"2",519835
"3",519837
"3",519839
"1",519842
"1",519844
"1",519845
"1",519846
"1",519847
"7",519848
"1",519855
"1",519856
"1",519857
"1",519858
"1",519859
"3",519860
"1",519863
"2",519864
"1",519866
"4",519867
"1",519871
"4",519872
"1",519873
"1",519874
"1",519875
"1",519876
"1",519877
"2",519878
"8",519880
"1",519888
"3",519889
"2",519892
"1",519894
"1",519895
"3",519896
"1",519899
"1",519900
"1",519901
"3",519902
"2",519905
"2",519907
"1",519909
"1",519910
"1",519911
"1",519912
"1",519913
"6",519914
"5",519920
"1",519925
"14",519926
"5",519940
"1",519945
"3",519946
"3",519949
"1",519951
"1",519952
"1",519953
"1",519954
"1",519955
"1",519956
"2",519957
"1",519959
"1",519960
"1",519961
"1",519962
"11",519963
"3",519966
"2",519969
"1",519973
"6",519974
"2",519977
"1",519986
"21",519989
"4",519995
"1",520007
"1",520015
"2",520016
"1",520018
"1",520019
"1",520020
"1",520021
"1",520022
"3",520023
"1",520026
"1",520027
"5",520028
"2",520033
"2",520035
"1",520037
"14",520038
"6",520043
"2",520058
"1",520060
"5",520062
"1",520067
"1",520068
"1",520069
"1",520070
"1",520071
"1",520072
"1",520073
"2",520074
"1",520076
"1",520077
"1",520078
"1",520079
"1",520080
"1",520081
"5",520082
"35",520087
"6",520101
"3",520128
"1",520131
"1",520132
"2",520133
"1",520135
"7",520136
"1",520143
"3",520144
"2",520147
"1",520149
"1",520153
"1",520154
"1",520155
"6",520156
"2",520162
"1",520164
"1",520165
"1",520166
"1",520167
"1",520168
"2",520169
"1",520171
"1",520172
"1",520173
"26",520174
"1",520200
"2",520201
"25",520202
"1",520228
"1",520229
"1",520230
"1",520231
"1",520232
"8",520233
"1",520241
"1",520242
"2",520243
"2",520245
"2",520247
"2",520248
"1",520250
"1",520251
"1",520252
"3",520253
"1",520256
"6",520257
"1",520262
"3",520263
"1",520265
"5",520267
"1",520270
"2",520273
"3",520275
"5",520278
"11",520279
"1",520294
"1",520295
"3",520296
"1",520300
"1",520301
"1",520303
"2",520304
"3",520306
"1",520309
"1",520310
"1",520311
"1",520312
"1",520313
"2",520314
"1",520316
"1",520317
"1",520318
"1",520319
"1",520320
"1",520321
"1",520322
"1",520323
"1",520324
"1",520325
"3",520326
"1",520329
"1",520330
"1",520331
"1",520332
"1",520333
"1",520334
"1",520335
"1",520336
"1",520337
"7",520338
"1",520344
"5",520345
"5",520351
"1",520356
"4",520357
"1",520361
"1",520362
"1",520363
"1",520364
"1",520365
"1",520366
"1",520367
"3",520368
"1",520371
"1",520372
"1",520373
"1",520374
"4",520375
"1",520379
"4",520380
"2",520384
"1",520386
"1",520387
"5",520388
"1",520393
"1",520394
"2",520395
"5",520397
"1",520402
"1",520403
"1",520404
"1",520405
"1",520406
"1",520407
"1",520408
"1",520409
"3",520410
"1",520414
"10",520415
"17",520416
"2",520428
"1",520444
"1",520445
"1",520446
"4",520447
"3",520451
"1",520452
"1",520453
"1",520454
"3",520455
"2",520458
"1",520460
"1",520461
"1",520462
"1",520463
"1",520464
"7",520465
"1",520471
"1",520473
"1",520474
"1",520475
"2",520476
"2",520478
"1",520480
"1",520481
"1",520482
"1",520483
"1",520484
"1",520485
"3",520486
"1",520489
"1",520490
"3",520491
"3",520492
"1",520494
"1",520495
"1",520498
"1",520499
"1",520500
"7",520501
"3",520508
"1",520513
"18",520514
"1",520515
"1",520516
"1",520517
"1",520518
"1",520536
"12",520537
"1",520549
"1",520550
"1",520552
"3",520553
"2",520556
"1",520558
"1",520559
"2",520560
"1",520562
"4",520563
"2",520567
"3",520569
"1",520571
"1",520573
"1",520574
"1",520575
"1",520576
"1",520577
"1",520578
"1",520579
"3",520580
"2",520583
"1",520585
"1",520586
"1",520587
"3",520588
"1",520591
"1",520592
"2",520593
"1",520595
"1",520596
"1",520597
"1",520598
"1",520599
"23",520600
"14",520602
"1",520636
"2",520637
"1",520640
"2",520642
"1",520644
"1",520645
"1",520646
"1",520647
"1",520648
"1",520649
"1",520650
"1",520651
"1",520652
"1",520653
"5",520654
"1",520659
"1",520660
"1",520661
"1",520662
"1",520663
"1",520664
"1",520665
"1",520666
"1",520667
"1",520668
"1",520669
"2",520670
"1",520672
"2",520673
"3",520675
"1",520678
"1",520679
"1",520680
"1",520681
"2",520682
"1",520684
"1",520685
"1",520686
"1",520687
"2",520688
"1",520690
"1",520691
"1",520692
"3",520693
"1",520696
"2",520697
"1",520699
"1",520700
"1",520701
"1",520702
"1",520703
"1",520704
"1",520705
"1",520706
"1",520707
"1",520708
"1",520709
"1",520710
"1",520711
"1",520712
"1",520713
"1",520714
"1",520715
"1",520716
"1",520717
"14",520718
"2",520732
"1",520734
"1",520735
"3",520736
"1",520739
"1",520740
"1",520741
"1",520742
"2",520743
"1",520745
"1",520746
"3",520747
"1",520750
"1",520751
"2",520752
"1",520754
"2",520755
"1",520757
"1",520758
"1",520759
"2",520760
"1",520762
"3",520763
"1",520764
"1",520767
"2",520768
"1",520770
"2",520771
"1",520773
"1",520774
"1",520775
"1",520776
"4",520777
"2",520778
"1",520783
"1",520784
"1",520785
"1",520786
"3",520787
"1",520790
"1",520791
"2",520792
"1",520795
"1",520796
"1",520797
"1",520798
"1",520799
"3",520800
"1",520803
"1",520804
"1",520805
"2",520806
"1",520808
"1",520809
"2",520810
"1",520812
"1",520813
"1",520814
"1",520815
"1",520816
"2",520817
"4",520819
"1",520823
"1",520824
"1",520825
"2",520826
"1",520828
"1",520829
"1",520830
"1",520831
"7",520832
"1",520839
"1",520840
"2",520841
"1",520843
"1",520844
"1",520845
"1",520846
"1",520847
"1",520848
"1",520849
"1",520850
"1",520851
"3",520852
"1",520855
"1",520856
"1",520857
"1",520858
"3",520859
"2",520862
"1",520864
"1",520865
"4",520866
"2",520870
"1",520872
"1",520873
"1",520874
"4",520875
"1",520879
"1",520880
"1",520881
"1",520882
"2",520883
"1",520885
"1",520886
"1",520887
"1",520888
"1",520889
"4",520890
"1",520894
"10",520895
"1",520905
"1",520906
"1",520907
"1",520908
"3",520909
"1",520912
"1",520913
"1",520914
"1",520915
"1",520916
"1",520917
"5",520918
"1",520921
"1",520924
"1",520925
"1",520926
"1",520927
"1",520928
"1",520929
"1",520930
"1",520931
"1",520932
"1",520936
"1",520937
"1",520938
"1",520939
"1",520940
"2",520941
"3",520943
"3",520946
"1",520949
"1",520950
"1",520951
"1",520952
"1",520953
"4",520954
"1",520958
"2",520959
"1",520961
"2",520962
"1",520964
"1",520965
"1",520966
"1",520967
"1",520968
"2",520969
"1",520971
"1",520972
"1",520973
"1",520974
"1",520975
"1",520976
"3",520977
"2",520980
"1",520982
"1",520983
"1",520984
"1",520985
"1",520986
"1",520987
"1",520988
"1",520989
"1",520990
"2",520991
"1",520993
"1",520994
"2",520995
"1",520996
"1",520997
"1",520998
"1",520999
"1",521000
"3",521001
"2",521004
"1",521006
"1",521007
"2",521008
"1",521010
"4",521011
"1",521015
"1",521016
"1",521017
"1",521018
"1",521019
"5",521020
"1",521025
"1",521026
"1",521027
"8",521028
"2",521029
"1",521038
"1",521039
"1",521040
"1",521041
"1",521042
"3",521043
"1",521046
"3",521047
"1",521050
"3",521051
"4",521054
"3",521057
"1",521060
"1",521061
"1",521062
"1",521063
"1",521064
"3",521065
"1",521067
"2",521068
"5",521071
"1",521072
"1",521078
"1",521079
"1",521080
"6",521081
"1",521087
"1",521088
"1",521089
"3",521090
"1",521093
"1",521094
"1",521095
"1",521096
"1",521097
"1",521098
"1",521099
"2",521100
"1",521102
"1",521103
"1",521104
"1",521105
"1",521106
"1",521107
"2",521108
"2",521110
"1",521112
"1",521113
"2",521114
"1",521116
"1",521117
"2",521118
"1",521120
"1",521121
"1",521122
"1",521123
"1",521124
"1",521125
"2",521126
"1",521128
"1",521129
"3",521130
"1",521133
"1",521134
"1",521135
"3",521136
"1",521137
"1",521140
"2",521141
"1",521143
"2",521144
"1",521146
"1",521147
"1",521148
"1",521149
"1",521150
"1",521151
"3",521152
"1",521154
"1",521155
"1",521156
"1",521158
"1",521159
"20",521160
"1",521180
"1",521181
"1",521182
"2",521183
"1",521185
"1",521186
"1",521187
"1",521188
"1",521189
"2",521190
"1",521192
"1",521193
"1",521194
"1",521195
"3",521196
"1",521199
"1",521200
"2",521201
"1",521202
"1",521203
"1",521204
"1",521205
"4",521206
"1",521208
"1",521209
"1",521211
"1",521212
"7",521213
"1",521218
"10",521219
"1",521225
"1",521226
"1",521227
"1",521228
"1",521229
"4",521230
"2",521231
"1",521232
"1",521233
"1",521235
"1",521238
"1",521239
"1",521241
"2",521242
"1",521248
"1",521249
"3",521250
"1",521251
"1",521252
"1",521253
"5",521254
"1",521256
"1",521257
"1",521258
"3",521259
"1",521260
"1",521261
"2",521262
"1",521264
"1",521265
"1",521266
"1",521267
"2",521268
"1",521274
"1",521275
"4",521276
"1",521279
"1",521280
"1",521281
"1",521282
"1",521283
"1",521285
"2",521286
"1",521289
"1",521290
"1",521291
"1",521292
"2",521293
"2",521295
"1",521297
"2",521298
"1",521299
"1",521300
"1",521301
"1",521302
"2",521303
"1",521305
"1",521306
"3",521307
"1",521308
"2",521309
"3",521311
"11",521314
"1",521318
"1",521326
"3",521327
"1",521330
"1",521331
"1",521332
"1",521333
"1",521334
"1",521335
"1",521336
"1",521337
"3",521338
"1",521341
"1",521342
"1",521343
"17",521344
"7",521360
"2",521368
"1",521370
"1",521371
"2",521372
"4",521374
"1",521378
"1",521379
"1",521380
"1",521381
"4",521382
"1",521386
"1",521387
"6",521388
"1",521389
"3",521390
"4",521393
"1",521397
"1",521398
"1",521404
"1",521405
"1",521406
"1",521407
"1",521408
"2",521409
"1",521411
"1",521412
"1",521413
"2",521414
"1",521416
"4",521417
"2",521421
"1",521423
"1",521424
"1",521425
"1",521426
"2",521427
"2",521429
"2",521431
"6",521433
"1",521439
"2",521440
"1",521442
"1",521443
"1",521444
"1",521445
"1",521446
"1",521447
"1",521448
"1",521449
"3",521450
"4",521453
"1",521457
"1",521458
"4",521459
"1",521461
"1",521462
"1",521463
"6",521464
"1",521470
"1",521471
"1",521472
"1",521473
"4",521474
"3",521478
"1",521481
"1",521482
"1",521483
"1",521484
"1",521485
"1",521486
"2",521487
"1",521489
"1",521490
"1",521491
"1",521492
"1",521493
"3",521494
"3",521497
"1",521500
"2",521501
"1",521503
"1",521504
"1",521505
"3",521506
"1",521508
"1",521510
"1",521511
"1",521512
"1",521513
"1",521514
"1",521515
"1",521516
"2",521517
"1",521519
"1",521520
"1",521521
"1",521522
"1",521523
"1",521524
"2",521525
"1",521527
"1",521528
"1",521529
"1",521530
"1",521531
"1",521532
"1",521533
"1",521534
"1",521535
"1",521536
"1",521537
"1",521538
"2",521539
"1",521541
"1",521542
"1",521543
"1",521544
"4",521545
"1",521549
"1",521550
"1",521551
"1",521552
"1",521553
"1",521554
"1",521555
"1",521556
"1",521557
"1",521558
"14",521559
"1",521573
"1",521574
"1",521575
"1",521576
"2",521577
"2",521579
"1",521581
"1",521582
"1",521583
"1",521584
"1",521585
"1",521586
"2",521587
"1",521589
"1",521590
"1",521591
"1",521592
"1",521593
"1",521594
"1",521595
"3",521596
"1",521599
"1",521600
"1",521601
"1",521602
"1",521603
"1",521604
"1",521605
"1",521606
"1",521607
"9",521608
"1",521617
"1",521618
"3",521619
"1",521622
"5",521623
"1",521628
"1",521629
"7",521630
"1",521637
"1",521638
"1",521639
"1",521640
"1",521641
"3",521642
"4",521645
"1",521649
"1",521650
"2",521651
"2",521653
"1",521655
"4",521656
"1",521657
"7",521661
"1",521668
"3",521669
"4",521672
"2",521673
"1",521675
"1",521679
"1",521680
"2",521681
"10",521683
"1",521693
"3",521694
"1",521697
"1",521698
"1",521699
"1",521700
"1",521701
"3",521702
"2",521705
"1",521707
"3",521708
"3",521711
"1",521712
"10",521713
"8",521715
"2",521723
"1",521725
"1",521726
"22",521727
"1",521738
"1",521740
"1",521753
"1",521754
"1",521755
"1",521764
"1",521765
"1",521766
"1",521767
"1",521768
"1",521769
"2",521770
"1",521772
"1",521773
"1",521774
"1",521775
"1",521776
"1",521777
"7",521778
"6",521785
"1",521791
"2",521792
"2",521794
"1",521796
"1",521797
"1",521798
"1",521799
"1",521800
"1",521801
"1",521802
"2",521803
"1",521805
"1",521806
"1",521807
"1",521808
"3",521809
"1",521812
"1",521813
"2",521814
"1",521816
"1",521817
"1",521818
"1",521819
"1",521820
"1",521821
"1",521822
"1",521823
"3",521824
"2",521826
"1",521829
"1",521830
"1",521831
"1",521832
"2",521833
"2",521835
"1",521837
"1",521838
"1",521839
"4",521840
"2",521841
"2",521843
"1",521844
"3",521845
"1",521846
"1",521848
"1",521849
"1",521850
"1",521851
"1",521853
"1",521854
"1",521855
"113",521856
"1",521857
"8",521863
"1",521883
"3",521973
"2",521975
"1",521982
"2",521985
"1",521987
"1",521988
"1",521989
"1",521990
"2",521991
"1",521992
"7",521993
"1",522000
"1",522001
"1",522002
"1",522003
"1",522004
"1",522005
"10",522006
"1",522007
"2",522016
"2",522019
"2",522021
"1",522023
"1",522024
"1",522025
"1",522026
"1",522027
"3",522028
"1",522031
"1",522032
"2",522033
"2",522035
"1",522037
"3",522039
"7",522042
"1",522045
"2",522046
"1",522048
"2",522053
"1",522055
"1",522056
"2",522057
"1",522059
"1",522060
"1",522061
"2",522062
"5",522064
"2",522069
"4",522071
"11",522075
"5",522086
"4",522090
"1",522093
"1",522094
"2",522095
"1",522097
"2",522098
"1",522100
"1",522101
"1",522102
"2",522103
"2",522105
"1",522107
"1",522108
"2",522109
"1",522111
"2",522112
"3",522114
"1",522117
"1",522118
"7",522119
"1",522122
"1",522123
"4",522124
"3",522128
"1",522135
"1",522136
"1",522137
"1",522138
"1",522139
"1",522140
"1",522141
"1",522142
"1",522143
"1",522144
"4",522145
"1",522149
"1",522150
"3",522151
"1",522154
"1",522155
"1",522156
"10",522157
"1",522167
"2",522168
"1",522170
"1",522171
"1",522172
"1",522173
"1",522174
"1",522175
"1",522176
"1",522177
"10",522178
"1",522188
"2",522189
"1",522191
"3",522192
"2",522195
"1",522197
"1",522198
"1",522199
"1",522200
"3",522201
"2",522204
"1",522206
"2",522207
"1",522209
"1",522210
"1",522211
"1",522212
"1",522214
"1",522215
"1",522216
"1",522217
"1",522218
"1",522219
"4",522220
"3",522224
"1",522227
"2",522228
"1",522230
"1",522231
"1",522232
"1",522233
"4",522234
"5",522238
"1",522243
"1",522244
"1",522245
"1",522246
"1",522247
"2",522248
"3",522250
"2",522251
"5",522255
"4",522260
"2",522263
"1",522266
"1",522267
"1",522268
"1",522269
"1",522270
"1",522271
"1",522272
"1",522273
"2",522274
"1",522276
"1",522277
"1",522278
"1",522279
"1",522280
"1",522281
"4",522282
"1",522286
"1",522287
"2",522288
"2",522290
"1",522292
"2",522293
"1",522295
"1",522296
"2",522297
"1",522299
"1",522300
"1",522301
"1",522302
"4",522303
"5",522307
"1",522312
"1",522313
"1",522314
"1",522315
"1",522316
